Período;Região ;Entidade ;Localização Geográfica;Grupo Sanguíneo;Reservas
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;AB-;4.46666666667
2017-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;O+;102.3
2017-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;AB+;2.3
2017-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;O-;8.6
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O-;39.9
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;O+;114.666666667
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;A+;116.466666667
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;B-;1.3
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;Total;112.666666667
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;O-;10.0333333333
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;B-;1.73333333333
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;AB-;0.8
2017-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;B+;1.23333333333
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;A+;42.7333333333
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;B-;1.0
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;B+;18.3
2017-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;Total;182.533333333
2017-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;O+;54.8
2017-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;B-;5.0
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;O-;14.6333333333
2017-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O-;12.3333333333
2017-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB+;1.93333333333
2017-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;Total;
2017-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;O-;
2017-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;B-;
2017-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;B+;8.6
2017-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B+;6.16666666667
2017-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;AB-;1.96666666667
2017-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;A-;
2017-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;AB-;
2017-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;Total;28.2333333333
2017-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;A-;
2017-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;A+;22.2333333333
2017-06;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;AB+;
2017-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;Total;1074.6
2017-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;O+;398.2
2017-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;Total;195.866666667
2017-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;A-;12.8666666667
2017-06;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;A-;8.23333333333
2017-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;A-;10.9333333333
2017-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;AB-;
2017-06;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;A+;58.8333333333
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;B+;
2017-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;O+;0.0
2017-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A-;0.0
2017-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB-;0.0
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;A-;5.96666666667
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;B+;2.9
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;AB-;0.0666666666667
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;AB+;3.33333333333
2017-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;AB-;0.766666666667
2017-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;AB+;16.4
2017-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;O+;43.5666666667
2017-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;AB+;
2017-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;Total;125.466666667
2017-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;B+;6.93333333333
2017-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;A-;14.0333333333
2017-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;AB+;8.83333333333
2017-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;O+;
2017-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;A-;
2017-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;B+;
2017-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;B+;
2017-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A-;
2017-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB+;
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;Total;
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;O-;
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;B-;
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;B+;
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;AB-;
2017-07;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;O-;260.193548387
2017-07;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;AB+;345.709677419
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;A+;18.2580645161
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;B+;1.8064516129
2017-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A+;98.8064516129
2017-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;B-;3.16129032258
2017-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;B+;53.4516129032
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;Total;66.7419354839
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;A-;5.03225806452
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;B-;0.58064516129
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;AB+;2.70967741935
2017-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;O-;
2017-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;A-;27.0
2017-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;B-;8.25806451613
2017-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;Total;120.483870968
2017-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;A-;9.09677419355
2017-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;B-;2.45161290323
2017-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;O+;154.258064516
2017-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;A+;138.419354839
2017-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;O+;95.1935483871
2017-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;A-;18.7419354839
2017-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;B-;0.709677419355
2017-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;O-;25.1935483871
2017-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;O+;112.032258065
2017-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;O+;49.935483871
2017-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;B-;0.516129032258
2017-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;O-;5.70967741935
2017-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;B+;3.12903225806
2017-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;AB+;2.12903225806
2017-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;A-;10.0322580645
2017-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;B+;12.4193548387
2017-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;Total;176.387096774
2017-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;A-;30.8064516129
2017-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A-;13.5161290323
2017-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B-;1.54838709677
2017-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;O+;50.7741935484
2017-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B-;0.677419354839
2017-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;Total;0.0
2017-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;A+;0.0
2017-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;AB+;
2017-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;O+;10.1290322581
2017-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;A+;8.54838709677
2017-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB-;1.58064516129
2017-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O+;27.5161290323
2017-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;A+;24.7741935484
2017-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;B+;
2017-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;A+;
2017-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;B+;
2017-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;AB+;
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;Total;1072.77419355
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;A-;92.5161290323
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;B+;44.6451612903
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;7.61290322581
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B+;42.6774193548
2017-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;O+;31.8709677419
2017-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;A+;24.7741935484
2017-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;O+;12.064516129
2017-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;A-;11.7419354839
2017-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;AB-;
2017-07;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;B-;4.22580645161
2017-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;O-;3.41935483871
2017-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;B-;
2017-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;Total;0.0
2017-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;Total;
2017-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A-;
2017-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;A-;4.83870967742
2017-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;A+;37.8387096774
2017-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;A+;25.2580645161
2017-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;AB+;0.967741935484
2017-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;O+;40.2903225806
2017-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;A+;38.1935483871
2017-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;O+;38.7741935484
2017-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;A+;32.0
2017-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;AB-;3.61290322581
2017-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;AB-;
2017-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;AB+;
2017-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;B+;
2017-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;AB-;
2017-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;O-;
2017-07;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;B+;
2017-08;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;Total;5263.16129032
2017-08;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;B-;40.0322580645
2017-08;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;B+;217.774193548
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;O-;7.16129032258
2017-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;Total;164.967741935
2017-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;O-;13.9677419355
2017-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A+;46.5161290323
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;Total;
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;A+;
2017-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;Total;362.193548387
2017-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;O-;52.4838709677
2017-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;B+;23.3870967742
2017-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;O+;41.4193548387
2017-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;B+;4.93548387097
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;B-;7.83870967742
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;B+;28.3870967742
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;AB+;9.29032258065
2017-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;O-;8.35483870968
2017-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;A-;8.1935483871
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O-;22.5806451613
2017-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;B-;1.09677419355
2017-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;B+;2.12903225806
2017-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;AB-;0.967741935484
2017-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;Total;113.612903226
2017-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;O-;16.064516129
2017-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;B-;3.0
2017-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;AB-;3.32258064516
2017-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;Total;122.225806452
